image,manufacturer,ratings,reviews,product,model,price,shipping_cost,original_price
https://c1.neweggimages.com/productimage/nb300/14-932-812-06.png,GIGABYTE,4.5,(113),GIGABYTE Eagle GeForce RTX 5060 Ti 8GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N506TEAGLEMAX OC-8GD,GV-N506TEAGLEMAX OC-8GD,$529.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-131-883-02.png,PowerColor,5,(2),PowerColor Hellhound Radeon RX 9070 XT 16GB GDDR6 PCI Express 5.0 x16 Graphics Card Hellhound Spectral White AMD Radeon RX 9070 XT 16GB GDDR6,RX9070XT 16G-L/OC/WHITE,$839.99 ,Free Shipping,$890.49
https://c1.neweggimages.com/productimage/nb300/B7UMS2506020W9WB4D7.jpg,XFX,5,(6),"XFX Mercury AMD Radeon RX 9070 XT OC Magnetic Air Edition with RGB 16GB GDDR6 HDMI 3xDP, AMD RDNA 4 RX-97TMARGB9",RX-97TMARGB9,$829.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-958-01.jpg,MSI,4.6,(166),MSI Ventus GeForce RTX 5060 Ti 16GB GDDR7 PCI Express 5.0 x 16 (use x8) ATX Graphics Card RTX 5060 Ti 16G VENTUS 2X OC PLUS,RTX 5060 Ti 16G VENTUS 2X OC PLUS,$996.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-930-03.jpg,MSI,4.5,(248),MSI Ventus GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 Graphics Card RTX 5080 16G VENTUS 3X OC,RTX 5080 16G VENTUS 3X OC,"$1,699.00 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-807-10.png,ASUS,4.6,(51),ASUS Dual GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 x8 ATX Graphics Card DUAL-RTX5060-O8G,DUAL-RTX5060-O8G,$469.99 ,Free Shipping,$498.19
https://c1.neweggimages.com/productimage/nb300/14-932-815-10.png,GIGABYTE,5,(9),GIGABYTE Gaming GeForce RTX 5050 8GB GDDR6 PCI Express 5.0 x8 ATX Graphics Card GV-N5050GAMING OC-8GD,GV-N5050GAMING OC-8GD,$319.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-843-01.png,ASUS,,,"ASUS ROG Astral GeForce RTX 5090 Edition 20 (PCIe 5.0, 32GB GDDR7, HDMI/ DisplayPort 2.1, 4-fan, curved-screen AMOLED display, liquid metal GPU cooling, dual power input up to 800W)",ROG-ASTRAL-RTX5090-P32G-EDITION20,"$5,999.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/AZUES250509085KG933.jpg,,4.7,(3),"Yeston Sakura Radeon RX 9070 XT 16GB GDDR6 RDNA 4 4nm Triple Fan ARGB Desktop Graphics Card, Dual BIOS, PCIe 5.0, 3×DP+1×HDMI",RX9070XT-16GD6-OC-SA,$779.00 ,Free Shipping,"$1,029.00"
https://c1.neweggimages.com/productimage/nb300/14-932-770-02.jpg,GIGABYTE,4.8,(241),GIGABYTE Eagle GeForce RTX 5070 Ti 16GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N507TEAGLE OC-16GD,GV-N507TEAGLE OC-16GD,"$1,179.99 ",Free Shipping,"$1,227.19"
https://c1.neweggimages.com/productimage/nb300/14-930-078-17.jpg,ASRock,4.1,(26),ASRock Challenger Arc A750 Graphics Card A750 CL SE 8GO,A750 CL SE 8GO,$209.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-920-13.jpg,MSI,4.7,(136),MSI Ventus GeForce RTX 5090 32GB GDDR7 PCI Express 5.0 Graphics Card RTX 5090 32G VENTUS 3X OC,RTX 5090 32G VENTUS 3X OC,"$4,799.99 ",,
https://c1.neweggimages.com/productimage/nb300/14-932-757-04.png,GIGABYTE,4.6,(300),GIGABYTE AORUS GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N5080AORUSM ICE-16G,GV-N5080AORUSM ICE-16GD,"$1,799.99 ",Free Shipping,"$1,871.99"
https://c1.neweggimages.com/productimage/nb300/14-137-964-01.png,MSI,4.6,(166),MSI Ventus GeForce RTX 5060 Ti 8GB GDDR7 PCI Express® Gen 5 x16 (uses x8) ATX Graphics Card RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS,RTX 5060 Ti 8G VENTUS 2X OC WHITE PLUS,$509.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-940-02.jpg,MSI,4.7,(210),MSI Ventus GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 ATX Graphics Card RTX 5070 12G VENTUS 3X OC,RTX 5070 12G VENTUS 3X OC,$839.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-909-12.jpg,MSI,4.5,(248),MSI Gaming GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 Graphics Card RTX 5080 16G GAMING TRIO OC WHITE,RTX 5080 16G GAMING TRIO OC WHITE,"$1,799.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-828-12.jpg,GIGABYTE,,,"GIGABYTE GeForce RTX 5060 GAMING OC V2 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0 x8, WINDFORCE cooling system, GV-N5060GAMING OCV2-8GD Video Card",GV-N5060GAMING OCV2-8GD,$459.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-752-05.jpg,GIGABYTE,4.5,(235),GIGABYTE Gaming Radeon RX 9070 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card GV-R9070GAMING OC-16GD,GV-R9070GAMING OC-16GD,$669.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-775-02.jpg,GIGABYTE,4.3,(142),GIGABYTE Eagle GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N5070EAGLEOC ICE-12GD,GV-N5070EAGLEOC ICE-12GD,$809.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-683-11.jpg,GIGABYTE,4.5,(141),"GIGABYTE GeForce RTX 4070 SUPER WINDFORCE OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407SWF3OC-12GD  Video Card",GV-N407SWF3OC-12GD,$812.00 ,Free Shipping,$851.00
https://c1.neweggimages.com/productimage/nb300/14-932-772-02.jpg,GIGABYTE,4.3,(142),GIGABYTE AORUS GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N5070AORUS M-12GD,GV-N5070AORUS M-12GD,$899.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-773-02.jpg,GIGABYTE,4.3,(142),GIGABYTE AERO GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N5070AERO OC-12GD,GV-N5070AERO OC-12GD,$849.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/AZUES2509040YHKT86F.jpg,,4.3,(59),Yeston Radeon RX 6800 XT 16GB D6 GDDR6 256bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 video cards 3*DP RGB light effect Fragrant graphics card(No HDMI interface),RX6800XT-16G D6 YB,$469.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-131-880-01.png,PowerColor,4.4,(38),PowerColor Reaper Radeon RX 9060 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Video Card RX9060XT 16G-A,RX9060XT 16G-A,$469.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-202-478-08.png,Sapphire Tech,,,SAPPHIRE PULSE Radeon RX 9070 GRE Graphics 12GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card 11354-01-20G,11354-01-20G,$534.99 ,Free Shipping,$549.99
https://c1.neweggimages.com/productimage/nb300/14-202-480-01.jpg,Sapphire Tech,,,REFURBISHED SAPPHIRE NITRO+ Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Graphics Card 11322-99-90G,11322-99-90G,$899.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-500-607-10.jpg,ZOTAC,4.7,(69),ZOTAC SOLID SFF OC GeForce RTX 5070 Ti 16GB 256-Bit GDDR7 DLSS 4.0 PIC-Express 5.0 Graphics Card ZT-B50710J3-10P,ZT-B50710J3-10P,"$1,532.24 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-746-02.png,ASUS,4.6,(77),ASUS PRIME Radeon RX 9070 XT 16GB 256-Bit GDDR6 PCI Express 5.0 RDNA 4 Graphics Card PRIME-RX9070XT-O16G,PRIME-RX9070XT-O16G,$799.99 ,Free Shipping,$855.23
https://c1.neweggimages.com/productimage/nb300/14-150-916-04.jpg,XFX,,,XFX Mercury Radeon RX 9060 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card RX-96TMERCBA,RX-96TMERCBA,$499.99 ,Free Shipping,$529.99
https://c1.neweggimages.com/productimage/nb300/14-131-869-02.png,PowerColor,4.8,(38),PowerColor RED DEVIL Radeon RX 9070 XT 16GB 256-Bit GDDR6 PCI Express 5.0 Graphics Card RX9070XT 16G-E/OC,RX9070XT 16G-E/OC,"$1,260.03 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/BF3CS2605070GK2SK15.jpg,,5,(1),Peladn Gaming RTX 4070 12G Graphics Card GDDR6 RGB Lighting PCI Express 4.0 Video Card Triple-fan Edition,6972410028919,$529.00 ,Free Shipping,$899.00
https://c1.neweggimages.com/productimage/nb300/C1B6S2507280EIKXE24.jpg,,,,Yeston Sakura Radeon RX 9060 XT 16G GDDR6 128bit video cards Desktop Computer PC Graphics Card,RX9060XT 16G D6 OC SA,$599.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-973-01.jpg,MSI,4.9,(21),MSI Ventus GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 x 16 (use x8) Graphics Card RTX 5060 8G VENTUS 3X OC,RTX 5060 8G VENTUS 3X OC,$469.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-202-428-V02.jpg,Sapphire Tech,4.3,(454),SAPPHIRE NITRO+ Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Graphics Card 11322-01-40G,11322-01-40G,"$1,357.03 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-803-13.jpg,GIGABYTE,4.4,(48),GIGABYTE Eagle GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N5060EAGLE OC-8GD,GV-N5060EAGLE OC-8GD,$469.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-980-01.jpg,MSI,4.7,(15),MSI Gaming GeForce RTX 5050 8GB GDDR6 PCI Express 5.0 Graphics Card RTX 5050 8G GAMING OC,RTX 5050 8G GAMING OC,$324.99 ,Free Shipping,$350.99
https://c1.neweggimages.com/productimage/nb300/14-125-899-06.jpg,GIGABYTE,3.8,(21),GIGABYTE GeForce GT 710 2GB DDR3 PCI Express 2.0 Low Profile Graphics Card GV-N710D3-2GL REV2.0,GV-N710D3-2GL REV2.0,$62.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-150-913-05.jpg,XFX,,,"XFX Swift AMD Radeon RX 9060 XT OC Gaming Edition with 8GB GDDR6 HDMI 2xDP, AMD RDNA 4 RX 9060XT 8GB",RX-96TSW8GBQ,$449.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-831-02.png,ASUS,4.6,(77),ASUS PRIME Radeon RX 9070 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card PRIME-RX9070XT-O16G-WHITE,PRIME-RX9070XT-O16G-WHITE,$809.99 ,Free Shipping,$859.99
https://c1.neweggimages.com/productimage/nb300/BF3CS2511260DH4TC39.jpg,,4.6,(19),Peladn Gaming RTX 3070 8G Graphics Card 256bit GDDR6 5888CUDA PCI Express 4.0 Video Card Double fans Edition,6972410029404,$305.00 ,Free Shipping,$499.00
https://c1.neweggimages.com/productimage/nb300/14-137-974-03.jpg,MSI,4.9,(21),MSI Ventus GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 x 16 (use x8) Graphics Card RTX 5060 8G VENTUS 2X OC WHITE,RTX 5060 8G VENTUS 2X OC WHITE,$550.90 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-150-879-04.jpg,XFX,4.7,(27),XFX SPEEDSTER SWFT210 RADEON RX 7600 CORE Gaming Graphics Card RX-76PSWFTFY,RX-76PSWFTFY,$339.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-150-922-09.jpg,XFX,5,(1),XFX Swift Radeon RX 9070 GRE 12GB GDDR6 PCI Express 5.0 ATX Graphics Card RX-97GRE29W7 9070 GRE,RX-97GRE29W7,$554.99 ,Free Shipping,$569.99
https://c1.neweggimages.com/productimage/nb300/14-137-812-06.png,MSI,4.2,(5),MSI GeForce GT 1030 4GB DDR4 PCI Express 3.0 x16 (uses x4) ATX Graphics Card GT 1030 4G DDR4 LP OC,GT 1030 4GD4 LP OC,$119.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-905-08.jpg,MSI,4.5,(248),MSI Suprim GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 x16 Graphics Card RTX 5080 16G SUPRIM LIQUID SOC,RTX 5080 16G SUPRIM LIQUID SOC,"$1,999.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-060-V01.jpg,GIGABYTE,4.3,(28),GIGABYTE GeForce GT 1030 Low Profile D4 2G DirectX 12 GV-N1030D4-2GL Graphics Card,GV-N1030D4-2GL,$109.99 ,$5.99 Shipping,$122.99
https://c1.neweggimages.com/productimage/nb300/BF3CS25010208XCJN65.jpg,,5,(1),PELADN RX 580 8GB Graphics Card GPU DirectX 12 256-Bit GDDR5 PCI Express 3.0 Gaming Video Card,6972410021538,$128.00 ,Free Shipping,$199.00
https://c1.neweggimages.com/productimage/nb300/14-126-813-02.png,ASUS,4.5,(172),ASUS PRIME GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 x16 ATX Graphics Card DLSS 4.0 PRIME-RTX5070-O12G-WHITE,PRIME-RTX5070-O12G-WHITE,"$1,480.06 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/AD2CS2603290XN5EOA0.jpg,XFX,,,XFX OC White Gaming Edition Radeon RX 9060 XT 16GB GDDR6 PCI Express 5.0 Graphics Card RX-96TSW16WQ,RX-96TSW16WQ,$509.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/BM9SS2604140K6W2C25.jpg,,,,"GUNNIR Intel Arc Pro B50 16G Low Profile Graphics Card, Single Slot 16GB GDDR6 Workstation GPU, 70W No Power Cable Required, PCIe 5.0, 8K Support, 2x HDMI 2.1 1x DP 2.1, SFF Compact",GUNNIR Intel Arc Pro B50 LP 16G,$599.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/B7UMS2506220TB59411.jpg,XFX,5,(6),"XFX Mercury AMD Radeon RX 9060 XT OC Gaming Edition with 16GB GDDR6 HDMI 2xDP, AMD RDNA 4",RX-96TMERCB9,$529.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-801-11.jpg,GIGABYTE,4.4,(48),GIGABYTE Low Profile GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 Low Profile Graphics Card GV-N5060OC-8GL,GV-N5060OC-8GL,$469.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-611-V01.jpg,GIGABYTE,4.7,(303),GIGABYTE WINDFORCE GeForce RTX 4070 12GB GDDR6X PCI Express 4.0 x16 ATX Graphics Card GV-N4070WF3OC-12GD,GV-N4070WF3OC-12GD,$740.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-133-993-17.jpg,,1,(1),PNY DUAL FAN OC GeForce RTX 5060 Ti 16GB 128-Bit GDDR7 PCI Express 5.0 x8 DLSS 4.0 Graphics Card RTX 5060 Ti 16GB DUAL FAN OC VCG5060T16DFXPB1-O,VCG5060T16DFXPB1-O,$789.67 ,$10.99 Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-754-01.jpg,ASUS,4.5,(172),ASUS TUF Gaming GeForce RTX 5070 OC 12GB 192-Bit GDDR7 PCI Express 5.0 DLSS 4.0 Graphics Card TUF-RTX5070-O12G-GAMING,TUF-RTX5070-O12G-GAMING,$949.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-804-02.png,ASUS,5,(8),ASUS PRIME Radeon RX 9060 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card PRIME-RX9060XT-O16G RX 9060XT 16GB,PRIME-RX9060XT-O16G,$529.99 ,Free Shipping,$715.49
https://c1.neweggimages.com/productimage/nb300/14-202-482-01.jpg,Sapphire Tech,,,REFURBISHED SAPPHIRE PULSE Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 x16 ATX Graphics Card 11323-98-90G,11323-98-90G,$649.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-150-921-02.jpg,XFX,,,XFX Swift Radeon RX 9070 GRE 12GB GDDR6 PCI Express 5.0 ATX Graphics Card RX-97GRE29B7 9070 GRE,RX-97GRE29B7,$529.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-801-12.png,ASUS,4.6,(51),ASUS GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 x8 Graphics Card PRIME-RTX5060-8G,PRIME-RTX5060-8G,$708.09 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-761-01.png,ASUS,4.5,(172),ASUS PRIME GeForce RTX 5070 OC 12GB 192-Bit GDDR7 PCI Express 5.0 DLSS 4.0 Graphics Card PRIME-RTX5070-O12G,PRIME-RTX5070-O12G,$909.99 ,Free Shipping,$946.39
https://c1.neweggimages.com/productimage/nb300/14-932-829-02.jpg,GIGABYTE,4.6,(300),"GIGABYTE AORUS GeForce RTX 5080 INFINITY WOOD 16G Graphics Card, 16GB 256-bit GDDR7, PCIe 5.0, WINDFORCE HYPERBURST cooling system, GV-N5080AORUSIF WD-16GD Graphics Card",GV-N5080AORUSIF WD-16GD,"$1,899.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/AJEPS2507051D9HH2DE.jpg,ASUS,,,"REFURBISHED ASUS Dual NVIDIA GeForce RTX 3050 6GB OC Edition Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-slot Design, Axial-tech Fan Design, 0dB Technology, DUAL-RTX3050-O6G",DUAL-RTX3050-O6G,$199.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/BF3CS2603050LQMFP32.jpg,,5,(1),Peladn Gaming Graphics AMD RX 5500 8GB GDDR6 PCI Express 4.0 Video Card,6972410021705,$145.00 ,Free Shipping,$269.00
https://c1.neweggimages.com/productimage/nb300/14-932-433-01.jpg,GIGABYTE,4.7,(394),GIGABYTE Gaming OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060GAMING OC-12GD (rev. 2.0) (LHR),GV-N3060GAM OC-12GD,$490.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-742-04.jpg,ASUS,4.7,(173),ASUS ROG Astral GeForce RTX 5080 16GB GDDR7 OC Edition ROG-ASTRAL-RTX5080-O16G-GAMING PCI-Express 5.0 DLSS 4.0 Graphics Card,ROG-ASTRAL-RTX5080-O16G-GAMING,"$2,099.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-818-02.png,ASUS,,,ASUS Dual Radeon RX 9060 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card DUAL-RX9060XT-16G-WHITE,DUAL-RX9060XT-16G-WHITE,$499.99 ,Free Shipping,$654.99
https://c1.neweggimages.com/productimage/nb300/14-202-484-01.png,Sapphire Tech,,,REFURBISHED SAPPHIRE NITRO+ Radeon RX 9070 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card 11348-01CPO,11348-01CPO,$749.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-202-481-01.jpg,Sapphire Tech,,,REFURBISHED SAPPHIRE PULSE Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Graphics Card 11322-98-90G,11322-98-90G,$849.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-500-623-02.jpg,ZOTAC,,,"ZOTAC GAMING GeForce RTX 5060 Twin Edge OC DLSS 4 8GB GDDR7 128-bit 28 Gbps PCIE 5.0 Gaming Graphics Card, SFF-ready compact card, ZT-B50600H-10M",ZT-B50600H-10M,$469.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-202-434-11.jpg,Sapphire Tech,4.5,(342),SAPPHIRE PULSE Radeon RX 7800 XT 16GB GDDR6 PCI Express 4.0 x16 ATX Graphics Card 11330-02-20G,11330-02-20G,$759.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-150-815-Z01.jpg,XFX,4,(73),USED - LIKE NEW XFX Radeon RX 570 8GB DDR5 PCI Express 3.0 CrossFireX Support Graphics Card RX-570P8DFD6,RX-570P8DFD6,$99.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-804-11.jpg,MSI,4.7,(160),MSI Ventus GeForce RTX 4060 8GB GDDR6 PCI Express 4.0 x8 ATX Graphics Card RTX 4060 VENTUS 2X BLACK 8G OC,RTX 4060 VENTUS 2X BLACK 8G OC,$499.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-844-05.png,ASUS,4.5,(172),ASUS T1 GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 x16 ATX Graphics Card T1-RTX5070-O12G-GAMING,T1-RTX5070-O12G-GAMING,$919.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-654-02.jpg,GIGABYTE,4.6,(26),"GIGABYTE Radeon RX 7700 XT GAMING OC 12G Graphics Card, 3x WINDFORCE Fans 12GB 192-bit GDDR6, GV-R77XTGAMING OC-12GD Video Card",GV-R77XTGAMING OC-12GD,$545.14 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-708-06.png,ASUS,3.7,(15),"ASUS Dual NVIDIA GeForce RTX 3050 6GB OC Edition Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-slot Design, Axial-tech Fan Design, 0dB Technology, DUAL-RTX3050-O6G",DUAL-RTX3050-O6G,$259.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-766-02.jpg,GIGABYTE,4.8,(241),GIGABYTE AORUS GeForce RTX 5070 Ti 16GB GDDR7 PCI Express 5.0 ATX Graphics Card GV-N507TAORUS M-16GD,GV-N507TAORUS M-16GD,"$1,714.99 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-127-932-07.jpg,MSI,4.4,(169),MSI GeForce GT 710 2GB DDR3 PCI Express 2.0 Low Profile Graphics Card GT 710 2GD3 LP,GT 710 2GD3 LP,$74.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-932-672-16.jpg,GIGABYTE,4.7,(147),"GIGABYTE GeForce RTX 4080 SUPER WINDFORCE V2 16G Graphics Card, 3x WINDFORCE Fans, 16GB 256-bit GDDR6X, GV-N408SWF3V2-16GD Video Card",GV-N408SWF3V2-16GD,"$1,522.00 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-962-11.jpg,MSI,4.6,(166),MSI Gaming GeForce RTX 5060 Ti 8GB GDDR7 PCI Express 5.0 x 16 (use x8) ATX Graphics Card RTX 5060 Ti 8G GAMING TRIO OC,RTX 5060 Ti 8G GAMING TRIO OC,$529.99 ,Free Shipping,$566.60
https://c1.neweggimages.com/productimage/nb300/14-930-150-04.png,ASRock,,,ASRock Steel Legend Radeon RX 9070 GRE 12GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card RX9070GRE SLD 12GO,RX9070GRE SLD 12GO,$534.99 ,Free Shipping,$549.99
https://c1.neweggimages.com/productimage/nb300/14-137-963-10.jpg,MSI,4.6,(166),MSI Gaming GeForce RTX 5060 Ti 8GB GDDR7 PCI Express 5.0 x 16 (use x8) ATX Graphics Card RTX 5060 Ti 8G GAMING OC,RTX 5060 Ti 8G GAMING OC,$519.99 ,Free Shipping,$561.59
https://c1.neweggimages.com/productimage/nb300/14-500-657-04.jpg,ZOTAC,,,ZOTAC GAMING GeForce RTX 5060 Low Profile 8GB GDDR7 PCI Express 5.0 x8 Video Card ZT-B50600L-10A,ZT-B50600L-10A,$519.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/AZUES250509062DPR95.jpg,,5,(7),Yeston Atlantis Radeon RX 9070 XT 16G GDDR6 256bit 4nm Desktop computer PC Video Graphics Cards support PCI-Express 5.0 3*DP+1*HDMI-compatible ARGB graphics card,RX9070XT-16GD6-OC-YA,$819.00 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-877-01.png,MSI,4.8,(10),MSI Gaming GeForce RTX 3050 6GB GDDR6 PCI Express 4.0 x8 ATX Graphics Card RTX 3050 GAMING X 6G,RTX 3050 GAMING X 6G,$279.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-137-932-04.jpg,MSI,4.6,(393),MSI Gaming GeForce RTX 5070 Ti 16GB GDDR7 PCI Express 5.0 ATX Graphics Card RTX 5070 Ti 16G GAMING TRIO OC WHITE,RTX 5070 TI 16G GAMING TRIO OC WHITE,"$1,745.03 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-126-816-02.png,ASUS,4.7,(173),ASUS ROG Astral GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 x16 Graphics Card ROG-ASTRAL-RTX5080-O16G-WHITE,ROG-ASTRAL-RTX5080-O16G-WHITE,"$2,399.00 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/ACTN_1_20190808451394825.jpg,AMD,5,(2),716521-001 717219-001 AMD ATI Radeon HD8490 1GB DDR3 DVI Displayport Video Card PCI-EXPRESS Video Cards - OEM,716521-001,$22.99 ,,
https://c1.neweggimages.com/productimage/nb300/B9ZZS250616104P0YAB.jpg,NVIDIA,5,(2),NVIDIA Founder Edition GeForce RTX 5090 32GB GDDR7 PCI Express 5.0 x16 ATX Graphics Card 900-1G144-2530-000,GeForce RTX 5090,"$5,827.19 ",Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-202-486-06.png,Sapphire Tech,,,REFURBISHED SAPPHIRE PULSE Radeon RX 9070 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card 11349-03CPO,11349-03CPO,$649.99 ,Free Shipping,
https://c1.neweggimages.com/productimage/nb300/14-930-055-V01.jpg,ASRock,4.2,(158),"USED - LIKE NEW ASRock Radeon RX 6700 XT Challenger Pro Gaming Graphic Card, 12GB GDDR6 VRAM, AMD RDNA2 (RX6700XT CLP 12GO)",RX6700XT CLP 12GO,$311.85 ,Free Shipping,$322.00
https://c1.neweggimages.com/productimage/nb300/ADFRD25043018FPHG5A.jpg,XFX,,,USED - GOOD XFX Radeon RX 470 8GB GDDR5 RX-470P85 Video Graphics Card GPU GradeB - OEM,RX-470P85,$59.99 ,,
https://c1.neweggimages.com/productimage/nb300/14-127-515-04.jpg,MSI,4.1,(93),MSI GeForce 210 1GB DDR3 PCI Express 2.0 x16 Low Profile Ready Graphics Card N210-MD1G/D3,N210-MD1G/D3,$44.99 ,Free Shipping,
